npi,depression,tobacco,weight,bloodpressure,comparingmeds,reduceheart
1508831710,,100,,,,
1851407910,,100,,,,
1326378258,,,2,,,
1619978616,0,100,33,,,
1821249301,,97,89,,,
1780678425,,100,,,,
1952379059,,3,100,100,,
1053337931,,62,44,14,,
1144285826,,100,,,,
1821172354,100,,100,100,,
1972766467,,100,,,,
1952515827,100,100,,,,
1003080086,,,100,,,
1134133028,,90,,,,
1275652828,,,,100,,
1164796488,,100,,,,
1285907865,,,100,,,
1902139066,,82,40,,,
1023218096,,100,,,,
1326251844,,96,,,,
1427359975,,100,,,,
1376760827,,100,100,,,
1598929796,,94,,,,
1467429522,,,50,,,
1710040050,,,91,,,
1760642037,,26,,,,
1679665319,,97,62,,,
1881634814,,,88,,,
1316224785,,,78,,,
1710254065,,,98,,,
1477551836,,,,100,,
1982862165,,100,,,,
1710187356,100,100,,,,
1528086642,,,100,,,
1730384876,,94,,,,
1295721397,,97,76,,,
1225289085,,100,44,,,
1831199959,,93,57,87,,
1114151537,,100,,,,
1962486381,,,100,,,
1336286731,,100,,,,
1386872554,,100,,,,
1356500680,,86,38,,,
1336148774,,100,100,,,
1932199361,,100,,,,
1982609947,,,100,,,
1639482706,,,0,,,
1649408600,,100,,,,
1437221124,,100,,,,
1154460186,,,87,,,
1265459978,,100,100,,,
1215927819,,100,,,,
1164739942,,,82,,,
1285878165,,100,100,,,
1215090212,,100,,,,
1215937560,,100,,,,
1780647743,,59,30,22,,
1457332868,100,100,100,,,
1174534895,,100,100,,,
1750382552,0,95,46,,,
1417247834,,,82,,,
1396159117,,100,,,,
1477968196,,100,,,,
1669652715,,100,100,,,
1437461530,100,,,,,
1134491889,,100,,,,
1811159239,,,,,100,
1356777650,,98,45,,,
1104259050,,95,,,,
1174815245,,90,,,,
1710111760,,,100,,,
1457519795,,100,43,,,
1396185021,,100,,,,
1659719805,,,100,,,
1528086022,,100,,,,
1376986042,,,29,,,
1144568460,,98,,,,
1316004500,,,100,,,
1578740981,,94,,,,
1386993285,,,37,,,
1891071007,,,43,,,
1285079640,,,,,,94
1295963999,,100,,,,
1548496995,,,21,,,
1235369687,,,100,,,
1760729453,,,86,,,
1497051254,,100,100,100,,
1851631410,,96,,,,
1013268929,,97,46,,,
1083841522,,63,47,33,,
1295096196,,,100,,,
1962749119,,,100,,,
1245581750,,,82,,,
1508102138,,,100,,,
1144240813,,,100,,,
1942287149,,100,,,,
1134148687,,100,,,,
1508968694,,100,93,100,,
1174598643,,,100,,,
1205812146,,34,50,13,,
1548275472,,100,,,,
1477534097,,,100,,,
1366407611,,,100,,,
1912904491,,,100,,,
1790782837,,100,22,,,
1649266818,,99,,98,,89
1003813502,,82,20,,,
1174681274,,100,,,,
1033179791,92,92,,,,
1679589360,,,,89,,
1427059013,,95,44,,,
1255418281,,,,13,,
1467447284,,100,,,,
1780640268,,99,,,,
1740249077,98,100,100,100,,
1992873020,,100,,,,
1033189576,,89,22,,,
1013935360,,100,100,,,
1336245109,,,,,100,
1043297625,,100,,,,
1629076534,,100,98,,,
1376509463,,100,73,,,
1821284654,0,97,100,,,
1285660043,,79,77,,,
1518954395,,88,47,,,
1639364821,,,100,,,
1588638894,,63,63,,,
1891738035,,,97,,,
1831180231,,97,,,,
1922080209,,100,100,,,
1265437396,,,100,,,
1306024328,,,,100,,
1457342529,,100,,100,,
1912908005,,100,,,,
1336226067,,100,,,,
1609874148,,,14,,,
1023055324,,100,,,,
1841265139,,84,,,,
1851397988,,79,,,,
1376549378,,,0,,,
1427097518,,100,100,,,
1689653479,,100,99,,,
1861447252,,100,,,,
1598781320,,100,89,,,
1417955618,,100,,,,
1831255728,,,88,100,,
1174582746,,100,,,,
1396774675,,100,,100,,96
1962430413,,,53,,,100
1245309137,,100,,,,
1477669539,,100,99,,,
1568473932,100,97,,,,
1518961945,,,,99,,
1679529333,,,100,,,
1023018116,,,41,,,
1891790986,,100,,,,
1588616452,,,100,,,
1629070925,,96,,,,
1023047149,,100,100,,,
1164482907,,94,,,,
1104860956,,,100,,,
1487655130,,100,100,,,
1205899432,,100,72,,,
1770588063,,100,100,100,,
1659377729,,98,,,,
1356384572,,,,33,,
1013025295,,100,,,,
1982709366,,93,31,,,
1588653349,,98,84,,,
1710924139,,100,,,,
1104811637,,92,49,,,
1104972116,,100,,,,
1346226909,,43,45,14,,
1205949013,,,54,,,
1164455507,,100,100,,,
1255301347,,,,,100,
1962425637,,100,,,,
1063416634,,98,,,,
1508827270,,100,,,,
1356405922,,,82,,,
1750378113,,100,,,,
1003892365,,,100,,,
1497722490,,,,100,,
1982689089,,99,,,,100
1295771152,,57,42,,,
1437174851,,100,,,,
1710014139,,100,,85,,88
1487659553,,100,,,,
1396747549,,100,,,,
1760462642,,96,,,,
1821006206,,97,,,,
1881779106,,,,100,,
1740281138,100,100,,,,
1487636106,,,,,,97
1922082940,,100,,,,
1376534297,,100,,,,
1548224454,,100,,,,
1629017330,100,,,,,
1952376204,,45,33,10,,
1336183631,,,70,,,
1629173760,,,,100,,
1538227251,,100,96,,,
1942284922,,100,,,,
1194705905,,96,,,,
1043235161,,100,,,,
1093738650,,,45,,,
1861479131,,,100,,,
1982677787,,100,,,,
1760407357,,,100,,,
1073671814,,,,26,,
1144375486,,,4,,,
1760594485,,37,42,56,,
1396751525,,99,,,,
1760482848,,100,100,,,
1154434405,0,100,40,,,
1437194313,,,100,,,
1487659124,,100,,,,
1932127412,0,95,43,,,
1144230905,,99,,,,
1215903505,,98,,,,
1972604916,,,97,,,
1174599302,,100,100,,,
1821177213,,,,100,,
1992765440,0,85,43,,,87
1497701320,,65,85,,,
1316927163,,96,,,,
1912994773,,83,43,,,
1982657219,,100,,,,
1568480903,,95,,,,
1518997121,,,,100,,
1538132030,,96,100,100,,90
1912910019,,100,,,,
1710950365,,100,,,,
1629185897,,,49,,,
1154340370,,,100,,,
1174621171,,,,93,,
1336207844,,94,,,,
1033123088,,100,9,,,
1467432203,,100,,,,
1275523375,,94,,,,
1649265752,,100,,,,
1215000369,,100,,,,
1265423404,,97,99,100,100,
1265437339,,100,,,,
1285679431,,93,69,,,74
1700866266,,,38,,,
1740264662,,100,,,,
1750318739,,85,88,,,
1740288182,,,,99,,
1861480329,,,85,,,
1275546889,,,100,,,
1144336470,7,95,,,,
1639289507,,,100,,,
1164487617,,100,,,,
1811976764,,100,98,,,
1326064106,,,,100,,
1215930250,,,100,,,
1861567364,,,,94,,
1548218118,,93,,,,
1033119060,56,,,,,
1164442711,,100,,,,
1699865873,,99,,,,
1487654349,,99,99,100,,
1205893708,,99,,,,
1861480246,,100,,,,
1841282761,,100,,,,
1609867043,,99,,,,
1457463176,,100,,,,
1750302857,,100,,,,
1851301741,,100,,,,
1225063845,,,68,,,
1578506481,,,100,,,
1619985017,,100,,,,
1760486013,,100,100,,,
1265461578,,,,100,,
1780796235,,,100,,100,
1063597763,,,70,,,
1023259876,,,,100,,
1821145657,,,,100,,
1952555799,,95,,,,
1104099761,,100,25,,60,93
1609035351,74,100,97,,,
1184663593,,,,100,,
1720018278,,,98,,,
1265408413,44,16,25,90,,
1750549721,,,100,,,
1942239025,,,96,,,
1083822803,,84,,,,
1609855501,,100,,,,
1679590038,,99,99,,,
1306007521,,100,,,,
1689878795,,99,,,,
1366555229,,91,,,,
1518047729,,100,,,,
1164451993,0,98,49,,,
1073763355,,,56,,,
1881621209,,100,,,,
1992724819,,100,100,,,
1346223609,,100,,100,,
1851389936,,100,95,,,
1174727796,,86,78,,,
1588653521,,98,55,,,
1194717306,,100,,,,
1922156462,,100,100,100,,100
1053517540,,100,,,,
1871752618,,,100,,,
1902927858,,,100,,,
1295929511,,100,,,,
1992853030,,,100,,,
1548324205,,97,,,,
1831398700,,94,,,,
1619941507,,,,100,,
1992714612,,61,,,,
1962517128,,94,,,,
1417952102,,,100,,,
1770749160,,100,42,,,
1740458819,,81,,,,
1710964499,,,97,,,
1811997422,,100,,,,
1841473394,,,69,,,
1386837193,,100,,,,
1053531079,,97,85,91,,
1598785123,,100,,,,
1538140694,,100,57,,,
1285616573,,100,100,,,
1922202621,,100,,,,
1497869945,,100,,,,
1467569590,,61,,100,,96
1306945035,,91,,,,
1265578884,,,100,,,
1376575597,,85,,,,
1679694582,,99,65,,,
1255339412,,96,47,,,
1841487659,,,64,,,
1730137654,,100,,,,
1730293176,,89,,,,
1437151347,,100,,,,
1184768137,,100,99,,,
1780685636,,97,56,,,
1336230416,99,,,,,
1962482729,,100,,,,
1508973322,,,,100,,
1821159831,,,80,,,
1144220534,,,97,,,
1083659007,,100,,,,
1982669065,,94,,,,
1558369165,,100,95,,,
1194834465,,100,,,,
1326027368,,100,,,,
1164427258,,,,100,,
1417971482,,,48,,,
1720144512,,82,50,,,
1407862196,,100,100,100,,
1124137351,,100,,,,
1457383838,83,92,,99,,
1467447318,,100,,,,
1700956570,,96,51,,,
1013986512,,70,64,16,,
1750492393,,100,,,,
1437268265,,98,,,,
1356582886,,100,,,,
1578568283,,100,,,,
1871548032,0,100,35,,100,
1518996446,,89,75,36,,
1932198058,,,88,,,
1922261130,,100,,,,
1255373551,,100,,,,
1568436392,,54,82,74,,
1023043882,,,100,,,
1396715868,,92,41,,,94
1104897958,,100,100,,,
1952338055,,100,,,,
1538124607,,100,,,,
1437216439,,100,,32,,
1962615922,,100,,,,
1942252846,,,78,,,
1437174562,,,91,,,
1366588295,,93,,,,
1982605721,0,100,45,,,86
1962414987,,,,97,,
1275580029,,,66,,,
1932103785,,100,96,,,
1992793244,,100,100,,,
1386870954,,,,,,21
1841218153,,,100,,,
1831150259,,98,,,,
1699872937,,,,0,,
1316940901,,93,,,,
1467435024,,100,,,,
1326270679,84,100,,,,
1013970573,,100,100,,,
1649491697,,,100,,,
1790916294,,100,,,,
1770561805,,61,68,45,,
1730224023,,,0,,,
1316946023,0,100,43,,,
1548258247,,,,100,,
1710942065,,100,,,,
1487654299,,100,,,,
1831335603,,97,,,,
1518969500,,87,100,,,
1124028782,,100,,,,
1194704965,,100,99,,,
1134155963,,100,78,,100,
1700982436,,,,0,,
1639231798,,90,,,,
1619961422,,100,,,,
1306917455,,100,100,,,
1992051213,,100,100,,,
1164778718,,,88,,,
1013146307,,95,41,,,
1255685996,,,61,,,
1861629818,,100,,,,
1356696223,,,100,,,
1699865840,,95,,,,
1699973529,,,,100,,
1932437456,,,100,,,
1831214824,,,100,,,
1841560620,,,35,,,
1609191535,,,42,,,
1710262928,,,96,,,
1104109875,,,100,,,
1952523268,,91,,,,
1538461116,,,92,,,
1215120274,,,82,,,
1144426222,,94,31,,,
1053606657,,,91,,,
1639466212,,,100,,,
1366739583,,,17,,,
1144518937,,,80,,,
1114214590,,,100,,,
1366402570,,100,,,,
1366597049,,,98,,,
1497037139,,,100,,,
1265769988,,,74,,,
1699848804,,100,100,100,,
1194862409,,,,100,,
1518901792,,,,100,,
1114177052,,,100,,,
1336416684,,,90,,,
1104084029,,100,,,,
1184925638,,,57,,,
1376834978,,,,11,,
1194983866,,,100,,,
1619927308,,93,74,,,
1285710830,,100,,,,
1598065054,96,92,,,,
1851435101,,96,,,,
1568769602,,,100,,,
1639124563,,100,100,,,
1376540849,,,77,,,
1053540906,,100,100,,,
1023182128,,100,,,,
1144551045,,,100,,,
1740292481,,,,100,,
1699847384,,100,,,,
1487646832,,100,,,,
1215997267,,98,46,,,
1396779989,,98,44,,,
1003801788,,,,100,,
1568662070,,100,,,,
1669433462,,,,100,,
1457310666,,,100,,,
1275501579,,,56,,,
1649426016,,100,91,,,
1891937934,,,73,,,
1912147745,,,74,,,
1669769360,,96,52,,,
1841538832,,100,100,100,,
1104240878,,,0,,,
1811195464,,99,61,64,,
1508186297,,66,49,,,
1407273998,,,100,,,
1467887059,,99,55,,,
1306082649,,,100,,,
1255508032,,95,,,,
1871574228,100,100,,,,
1922442821,,,100,,,
1851634521,,,92,,,
1942524673,,100,,,,
1952647166,,,,100,,
1902123003,,,100,,,
1831416270,,84,10,,,
1932355955,,95,40,,,
1801220835,,,0,,,
1023301801,,,100,,,
1184942104,,93,61,,,
1699725606,,95,99,,,
1568461713,,28,,20,,
1861468316,,,100,,,
1447228762,,,68,,,
1750313334,,100,100,,,
1801946066,,98,78,,,
1104042431,100,,,,,
1518078906,93,100,100,100,100,
1538230370,,95,46,,,
1023035573,,83,,,,
1629021886,,,93,,,
1518054204,,,100,,,
1104080118,,,95,,,
1578588018,0,92,42,,95,
1992703011,,,,100,,
1164504544,,100,99,,,
1962496893,,100,,,,
1912985904,,100,,,,
1407859341,,100,,,,
1114921079,,97,79,,,
1396782306,,100,,,,
1316914245,,100,99,,,
1336248335,,100,100,,,
1134170517,,100,,,,
1255365581,,,100,100,,
1356391064,,99,,,,
1134193949,,,100,,,
1043287717,,100,100,,,
1053371450,,91,,75,,
1316951296,,100,,,,
1245442623,,100,,,,
1225093537,,96,,,,
1790704120,,100,,,,
1326154261,,100,,,,
1699741454,,100,,,,
1902869555,,,100,,,
1740216928,,93,43,,,
1851378772,,97,,,,
1639109101,,99,,,,
1770532335,,,100,,,
1497791974,,100,,,,
1205827185,,100,91,,,
1366469983,,81,,,,
1801896337,,85,,,,
1609862259,,83,,,,
1033102827,,,1,,,
1720044381,,77,27,,,
1174552517,,,99,,,
1225001571,,,,,,99
1467475715,,98,,,,
1598774432,,100,,,,
1013005990,,,100,,,
1922055417,,98,65,,,
1205800836,,100,,,,
1043324833,,100,,100,,
1194717934,,100,,,,
1881648038,,100,,,,
1710930961,,,80,,,
1740260488,,100,98,,,
1225034713,,100,,,,
1457339640,,100,100,100,,99
1639165723,,87,,,,
1700832615,,98,,,,
1548251226,,,100,,,96
1124086459,,100,99,,,
1447355409,,,98,,,
1598785313,,56,33,,,
1790777191,,100,,,,
1265583884,,98,95,,,
1477536555,,,98,,,
1205944170,,94,90,,,
1104879782,,100,100,,,
1427032036,,,,100,,
1558339994,,100,,,,
1356349450,,100,97,,,
1659324994,,100,,,,
1093731341,,99,99,,,
1174615793,,100,,,,
1730128232,,90,57,,,
1851422158,,100,,,,
1851353502,,,100,,,
1982601985,,96,,,,
1063485670,,,100,,,
1235102617,,,100,,,
1003926585,,,96,,,
1538161252,,100,,,,
1295761435,,100,,,,
1144230111,,,57,,,
1710982921,,88,52,,,
1457318198,,98,,,,
1144251554,,,100,,,
1396793766,,100,,,,
1891734349,,,,27,,
1699781526,100,100,,,,
1386639334,,100,,,,
1700817574,,,84,,,
1184652034,,,100,,,
1598701955,,98,,,,
1093706103,,,100,,,
1306892260,,93,,,,
1255361838,,100,,,,
1750490504,,100,,,,
1659350320,,100,99,,,
1851307755,,98,,,,
1811990369,,100,,,100,
1770559528,,100,21,,,
1265538458,83,,100,,,
1740212281,,,100,,,
1396855144,,,100,,,
1952385924,0,100,41,,,
1932216272,,61,,,,
1144201278,,100,100,,,
1902959307,,100,,,,
1285631812,,94,,,,
1912948233,,96,,,,
1538138904,,100,,,,
1508838707,,100,100,,,
1972549152,,91,,,,
1124022660,,99,,,,
1205865524,,99,6,,,
1417962713,,,99,,,
1235160458,,97,,,,
1952307266,,95,,,,
1770578015,,66,0,,,
1013973197,,,98,,,
1417995077,,94,42,,,
1033131610,,98,,,,
1669471439,,100,100,,,
1023064268,,100,100,,,
1962490110,,98,,,,
1245205491,,94,,,,
1558310524,,99,77,,,
1104956903,,,,15,,
1578567244,,100,,,,
1164493565,,93,,,,
1174565709,,100,,,,
1669452660,,100,,,,
1134108756,,100,91,,,
1689663130,,100,,,100,
1922003094,,,,,,96
1285746834,,,100,,,
1750481461,,88,37,,,
1265484414,,100,92,100,,
1144204702,,100,,,,
1164424974,,95,,,,
1699753673,,100,,,,
1952333726,,,36,,,
1982606695,,,0,,,
1912089194,,,100,,,
1679514764,,100,45,,,
1114994696,,99,,,,
1184666455,,100,,,,
1467438853,,,,,100,
1689688194,,,100,,,
1245244565,,,100,,,
1689668352,,,,100,,
1215212089,,100,80,,,
1508862889,,100,86,,,
1235180597,,100,100,,,
1366514200,,88,,,,
1255487534,,100,100,,,
1063482453,,100,,97,,
1245250505,,90,39,,,
1942394242,,,,100,,
1255315750,,100,,,,
1518971563,,100,,,,
1043544935,,,96,,,
1538157136,,99,,,,
1912117375,,,,96,,
1558699876,,,71,,,
1174744031,,,39,,,
1811976905,,100,,,,
1639293871,,100,,,,
1417943754,,100,,,,
1073686580,0,,,,,
1336191238,,100,99,100,,
1861491805,,91,48,,96,
1558393546,,76,,,,
1639179278,,100,,,,
1326030354,0,100,36,,,81
1144210808,,99,,,,
1326232661,,,,98,,
1124215710,0,78,,,,
1033168687,,,100,,,
1508023573,,100,,,,
1043450273,,,52,,,
1679713234,,,89,,,
1295798882,,,82,,,
1124278668,,97,,,,
1770752891,,85,26,,,
1700090073,,88,52,,,
1033350152,,100,,,,
1679766414,,100,78,100,,
1023292596,,100,,,,
1609850791,,99,75,,,
1992701833,,100,,,,
1700014917,,100,,,,
1093951907,,,71,77,,
1265564934,,100,100,,,
1700044310,,100,100,,,
1770723611,,,99,,,
1427055805,,100,,,,
1154306306,,100,95,,,87
1982854733,,,100,,,
1962423723,,52,14,4,,
1396767653,,97,,,,
1902041734,,100,,,,
1275772030,,,64,,,
1972768521,,,100,,,
1891981346,,98,,,,
1386651867,,89,,,,
1881857928,0,,,,,
1306969225,,100,,,,
1407053978,,,90,,,
1760653125,,100,,,,
1174638597,,100,,,,
1700047495,,80,,,,
1306955547,,,100,,,
1649236191,,100,,99,,
1558547943,,91,,,,
1467512418,,87,96,44,,
1538361480,0,,,,,
1679555700,,,91,,,
1528264215,,100,,,,
1558557363,,100,100,,,
1568428977,,89,97,75,,
1861492878,,40,26,37,,
1366448631,,100,,,,
1073503827,,99,95,,,
1205816907,,100,,,,
1750344636,,100,,,,
1083753339,,92,43,,,
1851390173,,100,,,,
1245376169,,,100,,,
1689895153,,96,,,,
1790887800,,100,,,,
1881880219,,,100,,,
1275651077,,100,100,,,
1790783678,,,,100,,
1538190244,,100,,,,
1548367006,,99,92,,,
1548224397,,99,,,,
1093828782,,100,,,,
1912025818,,87,,,,
1386794022,,87,,,,
1225063274,,100,,0,,
1518067859,,100,,,,
1376769190,,,100,,,
1659309060,,100,37,,,
1518920214,,,100,,,
1760452486,0,100,26,,,
1649266362,,100,,,,
1053383307,,100,,,,
1922113828,,,94,,,
1902976418,,92,,,,
1659317923,,83,,,,
1528053055,,,100,,,
1386619351,,71,40,,,
1992732820,,,94,,,
1396797288,,,64,,,
1295701860,,92,,,,
1790748044,,,80,,,
1740487271,,100,100,,,
1164587259,,100,,100,,
1033250964,,100,,,,
1417042862,,100,,,,
1417923541,,83,57,,,
1013145143,,100,,,,
1457368664,,96,,,,
1972790830,100,100,,,,
1407823255,,,,,,97
1679537021,,99,49,60,,
1023062700,,100,,,,
1982665279,,100,83,,,
1871594770,,97,82,,97,71
1558689174,100,,,,,
1487674305,,100,,,,
1033243647,,100,,,,
1184617292,,100,,,,
1336148113,,100,,,,
1043263544,,86,,,,
1598917536,,,,86,,
1477628634,,100,,,,
1124022652,,100,,,,
1518011303,,95,,,,
1982629556,,93,48,,,
1356337901,,100,,,,
1912010190,,100,,,,
1457345696,,100,,,,
1790785210,,100,,,,
1023196037,,100,,,,
1225038706,,99,66,,,68
1689837098,,,100,,,
1366544421,,92,73,,,
1215194659,,,100,,,
1639409477,,5,92,,,
1326273681,,100,,,,
1386847721,,96,,,,
1285894360,0,77,40,,,
1730317173,,100,,,,
1316016397,0,100,42,,,81
1053325100,,93,,98,,
1568719243,,,100,,,
1366791329,,,100,,,
1790033140,,,50,,,
1457608622,,,100,,,
1467527523,,100,,,,
1952538464,,80,,,,
1568623643,,88,54,,,
1780943001,,,52,,,
1215202841,,97,,,,
1700113024,,96,36,,,
1619103553,,,,24,,
1114158813,,72,,,,
1124126123,,,,100,,
1013982685,,83,,,,
1851501613,,92,21,,,
1730484544,,90,48,,,
1497040414,,,100,,,
1053612101,,100,48,,,
1710954003,,,100,,,
1225334865,,88,47,,,
1831485390,,96,78,,,
1770761777,,100,21,93,,
1427077254,,,56,,,
1396710919,,95,73,,,
1528343076,,,100,,,
1396827366,,,,92,,
1760761688,,,100,,,
1467525824,,,,100,,
1609168947,,,38,,,
1790885705,,,100,,,
1134406606,,,98,,,
1740566801,,100,,,,
1588836548,,,,93,,
1164441572,,100,95,,,
1275524662,,100,,,,
1356363253,,100,100,,,
1528363991,,,75,,,
1750355129,,100,98,,,
1811020845,94,100,,,,
1861415424,,100,,,,
1518937226,,87,,,,
1992019871,,,100,,,
1265444020,,100,,,,
1821284290,,93,,,,
1518962992,,100,,,,100
1912214636,,,77,,,
1790856052,,,,100,,
1982605572,,82,85,78,,
1942590542,0,98,70,,,
1871903641,,,12,,,
1093033128,,,,90,,
1699979880,,100,43,45,,
1619393295,,,100,,,
1992139695,,,100,,,
1992139612,,,96,,,
1952600017,,,97,,,
1639518053,,,96,,,
1679872584,,100,57,,,
1275960510,,100,25,100,,
1154744456,,,100,,,
1114363470,,95,,,,
1013341445,,,100,,,
1205269297,,,0,,,
1831531821,,100,,100,,
1942239165,,100,,,,
1346295763,,,100,,,
1275538845,,100,98,,,
1164566253,,98,,,,
1598055667,,,100,,,
1861437881,,100,68,,,
1750383980,,100,,,,
1831156587,,99,,,,
1699844886,,94,21,,,
1326028309,,,,,100,
1285621870,,100,99,100,,
1497794648,,100,,,,
1326033424,,100,,,,
1861578510,,,100,,,
1467491647,,100,98,,,
1699739003,,100,,,,
1346272028,,,,100,,
1164485280,,100,,,,
1821033085,,100,98,,,
1235130154,,100,,,,
1073592085,,100,97,100,,
1407870462,,,50,,,
1548229305,,95,,,,
1538184858,,100,,,,
1679585236,,100,,100,,
1851365142,,,100,,,
1134106420,,100,67,,,
1992761043,,97,,,,
1497757918,,,,100,,
1831158252,,100,,,,
1174558712,,95,,,,
1083600472,,100,60,,,
1346263514,,100,,,,
1942264882,,93,35,,,
1679668065,,100,,,,
1922083534,,,0,,,
1558465807,,100,,,,
1861497422,,100,72,,,
1174700256,,100,,,,
1003875543,,100,,,,
1710906847,,99,97,,,
1487660908,,,97,,,
1912960923,,92,,,,
1588625065,,,100,,,
1750349049,,100,,,,
1205854239,,,100,,,
1306952650,99,100,,,,
1083606008,,100,,,,
1275517716,,77,30,70,,
1841228343,,86,36,,,
1801870126,,100,,,,
1982789145,,,100,,,
1255301339,,100,100,,,
1235178716,,90,,,,
1669437968,,100,,,,
1295841864,,100,98,100,,
1497721161,,99,,,,
1639129422,,100,,,,
1730251661,,,100,100,,
1851380463,,,100,,,
1396746376,,100,,,,
1174644199,,,24,,,
1154329522,,,100,,,
1518935279,,,100,,,
1467562660,,,93,,,
1073501169,,100,,,,
1457379059,,6,11,,,
1821067729,,100,,,,
1720182413,,,0,,,
1285644666,,100,,,,
1871673749,,100,,,,
1972590883,,86,48,,,
1629026018,,100,,,,
1487648408,,100,,,,
1538194600,,100,100,,,
1063558013,,,100,100,,
1134172208,99,93,,,,
1124087218,,84,26,,,
1447251624,,100,100,100,,
1366407546,,,100,,,
1497701965,,100,,,,
1881722825,,,2,,,
1578591566,,,,4,,
1699755009,,100,,,,
1528197456,,99,54,,,
1891790101,,99,99,100,,
1720054000,,98,,,,
1144257965,,100,,,,
1932151230,,100,,,,
1942423108,,,100,,,
1144260183,,,0,,,
1578571857,,,100,,,
1699776203,,100,,,,
1407835457,,,100,,,
1245234715,,100,,,,
1922098391,,,,,,15
1225085962,,89,,,,
1275514929,,100,,,,
1649224734,,98,53,,,
1518964410,,,,,,93
1326068719,,,100,,,
1194754648,,100,100,,,
1417020389,,,,30,,
1164490009,,58,32,,,
1306824495,,94,,,,
1679538698,,96,,,,
1992748198,,94,,,,
1346251097,,89,40,,,
1164478574,22,100,97,99,,
1124077953,,95,99,,,
1053323147,,86,,,,
1750326948,,96,42,,,
1255330916,,77,45,94,,
1710083258,,100,,,,
1033174743,,100,,,,
1871607796,,,100,,,
1497716575,,100,,,,
1538154075,,,94,,,
1881659985,32,68,30,,,
1902874274,,,,100,,
1366462582,,,34,,,
1346276342,,100,,,,
1265439848,,100,,5,,59
1295766467,,100,99,,,
1487621462,,100,,,,
1922037779,,,,79,,
1487712071,,100,,,,
1659364651,,100,,100,,
1033195391,,100,97,,,
1982700407,,99,73,,,
1801882907,,100,98,,,88
1235211129,,100,100,100,,
1346205358,,99,100,,,
1093706061,,92,,,,
1841294501,,100,,,,
1871525436,0,96,47,,,88
1851464986,,100,,,,
1801891114,,100,90,,,
1023006897,,93,37,,,
1235168808,,100,,,,
1801804372,,,,,,99
1417932120,,100,76,100,,
1972797801,,,100,,,
1346214970,,100,,,,
1184733255,,100,,,,
1851479877,,98,,,,
1598744674,,,100,,,
1073538518,,,,99,,
1720197692,,100,,,,
1538130828,,100,,,,
1568436319,,,100,,,
1538245964,,100,97,,,
1588744155,,,,97,,
1821009986,,85,,,,
1932147303,,98,,,,
1639119837,,100,,,,
1497757256,,100,,,,
1851308001,86,100,,,,
1083667893,,100,100,100,,
1932145141,,,,100,,
1285695940,,100,,,,
1104836113,,98,37,,,
1184645327,,,0,,,
1396843074,,,55,,,
1770520942,,,98,,,
1548231087,,100,,,,
1053344804,,,50,,,
1326033598,,100,,,,
1235126848,,,,100,,
1922050806,,90,,,,
1114094315,,96,,,,
1376540724,0,100,23,,,
1649229683,,100,,,,
1669527818,,,,,98,
1710966403,,81,63,,,
1578515854,,100,100,,,
1518914787,,100,,,,
1841231008,,,,100,,
1003859596,,89,,,,
1750454658,,,100,,,
1518953876,,,100,,,
1861429508,,,97,,,
1649267055,,95,,,,
1780683052,,100,,,,
1437106986,,81,,,,
1184620056,,100,,,,
1336149442,,100,,,,
1851371629,,,92,,,
1871597435,,98,,,,
1922012707,,100,85,,100,
1356334882,,100,,,,
1710984984,,55,,35,,
1215134176,,100,,,,
1801825203,,100,100,100,,
1851401061,,100,,,,
1992700793,,100,,,,
1730113697,,83,,,,
1831118009,,100,100,,,
1013063783,,100,,,,
1548332182,,,100,100,,
1003903576,,,100,,,
1649285503,,100,,,,
1386768265,,,,95,,
1457352254,,,,,,92
1679534994,,82,32,,,
1568460087,,99,,,,
1790010429,,,58,,,
1215948120,,99,86,,,
1740379916,,100,92,,,100
1326230822,,,,41,,
1689603078,,,,97,,
1073514923,,100,,,,
1194839332,,100,100,,,
1679598874,,88,87,64,,
1356674071,,,97,,,
1598765349,,,57,,,
1164687380,,,9,,,
1447472469,,,22,,,
1588872980,,,20,,,
1083614432,,100,99,,,
1790822088,,88,86,,,
1548497803,,,61,,,
1639166101,,97,92,86,,
1942441357,,,100,100,,
1669448403,,89,,,,
1447225867,,100,,99,,
1235193038,,,100,,,
1912929274,2,98,47,,100,80
1194716829,,100,97,,,
1235115890,,100,,,,
1114929254,,100,,,,
1518019314,,,100,,,
1477662039,,,43,,,
1629213459,,100,,,,
1891943387,,,67,,,
1366555021,,100,,,,
1790758209,,100,,,,
1750346417,,95,50,,,
1104836972,,100,100,,,
1336146497,,100,,,,
1194929034,,96,,,,
1720137177,,100,,,,
1639196330,,100,,,,
1093745887,,100,,,,
1396917274,,94,58,,,
1639251275,,,81,,,
1942287651,,94,,,,
1619187648,,100,,,,
1801895438,,100,,,,
1265646517,,100,,,,
1225174402,,99,,,,
1922001213,0,96,48,,,
1043304249,,,95,98,,
1801096532,,100,,,,
1912902107,,99,,,,
1871589283,,99,36,,,
1902842040,,100,,,,
1093860678,,100,97,100,,
1518150606,,,100,,,
1285829333,,100,,,,
1881691335,,100,,,,
1942296561,,100,,,,
1376567495,,96,,,,
1558583153,,100,100,,,
1992754931,,100,,,,
1760505234,,100,,,,
1194842617,,,100,,,
1093743544,,,100,,,
1508950130,,100,96,99,,
1750415238,,96,,,,
1033280417,,100,,,,
