npi,depression,tobacco,weight,bloodpressure,comparingmeds,reduceheart
1245527803,,89,31,,,
1750538856,,95,,,,
1902195381,,96,,,,
1710260039,,100,,100,,
1750545620,,100,,,,
1811144504,,79,27,,,
1134447832,45,100,99,,,
1699776948,,99,,,,
1417924960,,100,99,99,,
1144487943,,96,,,,
1003137308,,,100,,,
1265726749,,,100,,,
1558542845,,100,,,,
1558355578,,78,42,,,
1154369312,,,,48,,
1104132570,,100,,,,
1093711137,,,0,,,
1326012014,,95,,,,
1336177401,,100,69,,,
1427055144,,100,,,,
1477722908,,,89,,,
1255413050,,97,,,,
1235432345,,,9,,,
1144234634,,,100,,,
1235190182,,100,92,,,
1164572517,,100,,,,
1922241942,,97,,,,
1194882712,100,100,85,,,
1487659066,,100,,,,
1114927142,43,,,,,
1770582843,,100,98,,100,95
1043205123,,80,,,,
1821079674,,,95,100,,
1033170675,,100,,,,
1417981358,,100,,,,
1073591087,,,64,,,
1770681058,,100,98,,,
1467485433,,100,,,,
1356303341,,88,,89,,
1275601015,,100,99,,,
1891765103,,100,,,,
1376659623,100,100,,,,
1881601748,,,63,,,
1912926445,,100,100,,,
1538260187,,,56,,,
1689658080,,,100,,,
1205827912,,100,,,,
1952372104,,87,24,,,
1396716544,,84,22,,,
1629004544,,,100,,,
1265412258,,100,98,,,99
1235192071,,100,,,,
1164534509,,,100,,,
1922069046,,95,75,,,
1790786994,,,,100,,
1518963891,,100,,,,
1699756130,,,96,,,
1245203165,,100,,,,
1275503096,,98,90,100,100,99
1831170778,,99,,,,
1306945803,,,100,,,95
1881665263,,100,,,,
1225020910,,100,,,,
1952461600,,94,,,,
1801973706,,100,,,,
1538150750,,100,100,,,
1942302641,100,96,,,,
1366456113,,100,63,,,
1073584744,,100,,,,
1356386494,,96,,,,
1164525234,,,81,,,
1295704237,,100,,,,
1285686626,,100,100,99,,
1902905581,,100,,,,
1336178706,,,100,,,
1528166071,,98,,,,
1063529964,,100,,,,
1447319975,,90,35,,,
1467497370,,,25,,,
1588605935,,,100,,,
1336210541,,,93,,,
1801837521,,,75,,,
1427018175,,,98,,,
1871500066,,100,,,,
1457397614,,,76,,,
1831139682,,100,100,,,
1033194733,,100,,,,
1265546154,,100,,,,
1003990730,,98,,,,
1295759215,,100,98,99,,
1548258767,,100,,,,
1265436935,,100,,,,
1861430902,,97,65,96,,
1326014523,,100,100,,,
1639175086,,,92,,,
1003851379,,96,32,,,
1669474995,,,44,,,
1598711889,,100,,,,
1528114980,,96,55,,,
1689769416,,100,,,,
1811990450,,100,,,,
1760578165,,100,100,,,
1144252370,,96,,,,
1710959127,,100,48,,,
1497727275,,,,,,86
1073592655,,100,,,,
1265426654,,100,,,,
1497858062,,,96,,,
1851307219,,,84,,,
1407831126,,100,77,,,
1659482149,,100,,,,
1396829461,,32,0,25,,
1487653143,91,100,87,,,
1144253782,,100,,,,
1265496079,,98,,,,
1659372050,,95,,,,
1417982695,,,,16,,
1871524751,,,98,,,
1841234713,,,99,,,
1356303861,,,59,,,
1356431845,,100,70,,,
1841248481,,100,,,,
1023004306,,,4,,,
1699734038,,100,,,,
1639136104,,100,,,,
1043316854,,99,,,,
1659351617,,94,13,,,
1386645414,,,,100,,
1952393209,,100,100,,,
1558428565,,,,92,,
1962432260,,100,,,,
1366585788,,,100,,,
1467486464,,99,,99,,
1811918360,,100,,,,
1629022959,,100,,,,
1497802029,,100,,,,
1417925785,,,0,,,
1174530638,,,35,,,
1205800711,,100,,,,
1629018445,,76,,,,
1467462143,,,0,,,
1427040450,,99,,,,
1285606442,,100,58,,,
1467432500,,100,,,,94
1881688794,,100,,,,
1134176464,,100,,,,
1558497602,,100,,100,,
1932166162,,100,7,,,
1982604187,0,96,46,,,
1821023730,,,87,,,
1609814250,,95,,,,
1700952702,94,,,,,
1639353717,,,86,,,
1629058375,,81,42,,,
1750397824,,94,,,,
1447367685,,,80,100,,
1861492126,,79,,,,
1275510166,,99,,,,
1689638405,,100,,,,
1053343954,,,100,,,
1053367912,,100,,,,
1912924531,,93,75,31,,
1427037043,,100,,,,
1841254125,,100,,,,
1477510980,,100,,,,
1811988660,,99,92,,,66
1104925205,,100,100,,,
1033187620,,100,,,,
1245260082,,100,100,,,
1740225333,98,100,99,,,
1013921956,,86,,,,
1932194347,,,100,,,
1710969969,,100,,,,
1326122623,,,,98,,
1871593566,,100,,,,
1437129087,,100,,,,
1306975750,,,100,,,
1245244656,,100,,,,
1154483196,,100,95,,,
1851360622,,,65,,,
1215912944,,95,,,,
1649274234,,94,,,,
1891730982,,100,,,,
1053312637,,,100,,,
1669568556,98,98,99,97,,
1851353064,,94,46,,,
1083690622,,98,,,,
1235147216,,,19,,,
1619979572,,100,96,,,71
1760487706,,100,,,,
1750310496,,100,,,,
1063496586,,100,100,,,
1669475133,,99,,,,
1013097906,,100,,,,
1578509733,,100,,,,
1437139334,,100,,,,
1326175837,,100,97,,,
1508967563,,100,,,,96
1720065303,,,100,,,
1457359010,,100,,,,
1265533772,,100,,,,
1407929995,,,100,,,
1336145317,,100,,,,
1326131525,,100,,,,
1659419331,,,,100,,
1427030980,,100,,,,
1235236266,,,,87,,
1154333284,0,100,37,,,
1659380350,,,97,,,
1568654168,85,,,,,
1699975797,,,74,,,
1669441309,,100,,,,
1679557003,,,93,,,
1538195854,,96,44,,,
1609879501,,,,100,,
1770620957,,100,97,99,,88
1740372028,,100,,,,
1467577924,,94,66,,,
1457426348,0,91,32,,,
1083749642,,100,,,,95
1891890554,,98,,,,
1215975206,,100,100,100,,
1588862742,,64,99,,,
1811050602,,,95,,,
1750430138,,,100,,,
1285631697,,100,57,,,
1265437370,,92,,,,
1407910201,,,100,,,
1497782858,,100,,,,
1174634935,,,95,,,
1962551879,,97,98,,,
1104919067,0,,,,,
1407831845,,100,,,,
1578653457,,100,26,,,
1790792331,,95,32,,,
1437213063,,100,,,,
1972529428,,100,,,,
1295855823,,100,,,,
1942213251,,100,,,,
1396704458,100,,,,,
1548487085,,100,,,,
1770660052,,100,,,,
1770582256,,,96,,,
1780605725,,100,99,,,
1255352035,,100,,,,
1891018867,0,84,37,,,
1740225473,,100,,,,
1427050590,,100,,,,
1558690917,,,100,,,
1033201694,,67,,,,
1801821608,,88,26,,,
1982854717,,100,,,,
1154313211,,91,,,,
1033432588,,,,100,,
1639270291,,,100,,,
1578539201,,,,,,98
1760482368,,100,,,,
1780794081,,96,87,72,,
1730276809,,57,,,,
1699765362,,51,70,47,,
1427204270,,,,100,,
1396951414,,91,36,,,
1528394079,,,89,,,
1386647972,,,,98,,
1295966968,,100,,100,,
1730110966,,0,,,,
1821288119,,100,96,,,100
1497737951,,87,,66,,
1467491019,,89,66,100,,
1437121431,,96,93,,,
1659379477,0,97,43,,,84
1205882008,,98,,,,
1386637668,,100,,,,
1942352851,,95,,,,
1912181298,,100,,,,
1790931814,,100,,,,
1053470468,,100,,,,
1720159346,,100,,,,
1144459496,,100,,,,
1457593378,,,33,,,
1952472375,,100,,,,
1295973154,,100,,,,
1720222748,,96,,,,
1598990772,,100,100,,,
1295981181,,52,,,,
1548277049,,,,87,,
1902833049,,100,,,,
1376693754,,100,71,,,
1912081654,,100,,,,
1578527727,,,100,,,
1306911136,,94,99,100,,
1821237843,,,100,,,
1891831871,,100,100,,,
1477745289,,100,100,100,,
1386832830,,100,47,,,
1407865686,,,,100,,
1396949806,,,100,,,
1073714333,,100,,,,
1396966891,,,10,,,
1811005820,,100,,,,
1255515979,,100,100,100,,
1881867208,,,67,,,
1881608263,,100,,,,
1184627937,,,100,,,
1265407647,,,,,,88
1053578377,,100,,,,
1720094287,,100,,,,
1710005632,,100,,,,
1376586008,,100,,,,
1356355804,,,99,,,
1104907443,0,,,,,
1144237785,,86,,,,
1518167089,,100,,,,
1093705063,,98,,,,
1861402117,,100,98,,,99
1336320506,,100,,,,
1003879768,,95,57,,,
1982709903,,95,38,,,82
1275648933,,81,,,,
1639281868,,,89,,,
1013971142,,,63,,,
1780883462,,100,,,,
1235390527,,100,,,,
1912946740,,100,,,,
1508880774,,100,100,,,
1982654547,,100,,,,
1528203247,,100,,,,
1144265935,,,4,,,
1043240906,,100,,,,
1083906051,,93,,,,
1275811952,,80,36,,,
1285864124,,,100,,,
1417396904,,73,,,,
1730400607,,,33,,,
1790114569,,100,,,,
1831467208,,,95,,,
1003238189,,,,100,,
1154743540,,92,,,,
1447674403,,,97,,,
1992130405,,75,,19,,
1700227634,,,100,,,
1407087455,,83,36,,,
1588903868,,,94,,,
1689916603,,,100,,,
1497951404,42,100,99,,,
1275859217,,,65,,,
1881856482,,100,,,,
1538501143,,,100,,,
1578819165,,100,,,,
1649472069,,100,99,,,
1194986786,,96,,31,,
1699033068,,,51,,,
1285898650,,97,70,74,,
1932455474,,,98,,,
1386990786,,,99,,,
1568721504,,,97,,,
1922310549,,55,41,,,
1578706925,0,87,42,,,
1013267962,,,100,,,
1962758193,,96,,,,
1548437411,,83,33,,,
1922366533,98,99,53,98,,
1326154766,,100,,,,
1497907273,,92,,,,
1730392093,,100,100,,,
1841396793,,,,100,,
1912218074,,100,,,,
1134308158,0,100,37,,,
1083799480,,,,99,,
1124304829,,,100,,,
1750651899,,100,94,,,
1326315003,,98,52,,,
1396821757,,,100,,,
1538248216,,,,100,,
1508182528,,,100,,,
1134408677,,,100,,,
1710274584,,,71,,,
1215916937,,97,84,,,
1639491509,,94,,,,
1003825274,100,,100,,,
1992794465,,,,,100,98
1417972605,,98,,,,
1073505087,,,40,,,
1881991735,,,85,,,
1447581327,,100,100,,,
1104116706,,,83,,,
1952329138,,100,,,,
1750501946,,63,,,,
1528370137,,,100,,,
1679874812,,,98,,,
1912901588,,98,96,,,
1730174327,,,53,,,
1942260914,,100,,,,
1477551935,,,100,,,
1285646687,,100,,,,
1659329696,,,52,,,
1457336323,,,22,,,
1871624627,0,86,41,,,
1386643658,,100,,,,
1376542183,,,72,,,
1578545869,,100,,,,
1629066410,,100,,,,
1083721344,,100,,,,
1952367823,,,,98,,
1790799237,,97,,,,
1942277660,,,100,,,
1831119262,,100,,,,
1346265501,,100,,,,
1083662977,,,100,,,
1003923780,,98,,,,
1104985159,,100,,,,
1497875611,,,,100,,
1265520811,,94,40,,,
1386697662,,,96,,,
1225002413,,100,70,,,
1750453742,,100,,,,
1790754331,,,100,,,
1518027556,,,,79,,
1851399786,,100,,,,
1841204526,,100,94,,100,
1588634679,,,100,,,
1578592770,,100,100,,,
1578696993,,,96,,,
1023088630,,100,100,,,
1609826445,,99,,,,
1710969902,,100,100,,,
1598794158,,,100,,,
1003879719,,99,89,99,89,
1275579856,,100,,,,
1326050329,,100,,,,
1457316630,,,100,,,
1497717813,,,97,98,,
1700802055,,100,81,,,
1619924370,,100,,100,,
1255476073,,,27,,,
1215063862,,100,,,,
1891758892,,100,100,,100,
1629003694,,100,100,,,
1053399584,,100,,,,
1225036940,,100,,,,
1700856044,,95,50,,,
1548291172,,100,100,,,
1407857980,,98,,,,98
1902806714,,100,,,,96
1063491280,,100,,,,
1093773616,,,,22,,
1770546392,,100,,,,
1619975653,,86,41,,,
1558354738,100,,100,,,
1629092465,,,84,,,
1093703035,,,62,,,
1982601449,,100,,,,
1487689659,,,100,,,
1386702777,,,100,,,
1245223395,,100,47,,,
1780741959,,100,,,,
1922062512,,100,100,,,
1902910946,,100,,,,
1437177516,,98,76,,,
1003870890,,100,,,,
1104993278,,,10,,,
1649231291,,94,,,,
1699728220,,,100,,,
1083649735,,100,99,100,,
1255419693,,,100,,,
1780684399,,100,,,,
1699853101,,,,88,,
1588622328,,100,100,,,
1134167885,,,100,,,
1821051764,,100,97,,,
1306873476,,100,100,,,
1922028026,,86,,,,
1710927934,,,56,,,
1306878178,,98,,,,
1598788697,100,,100,100,,
1922198613,,87,46,,,
1568556744,,100,100,,,
1184707754,,,100,,,
1134137888,,,100,,,
1215994561,,100,100,,,
1841244928,,,100,,,
1144270323,,100,,,,
1780649574,,2,,,,
1023012788,,96,94,,,
1023066248,,94,,,,
1629045448,,100,,,,
1962496992,,99,,,,
1083656599,,100,33,,,
1568468528,,,40,,,
1194720193,,100,,,,
1336185685,,,100,,,
1760535314,,,92,,,
1841227899,,,100,,,
1063452118,,97,,,,
1013087162,,100,78,,,
1023016284,,100,,,,
1962471334,,,100,,,
1770503179,,100,,,,
1023013372,,90,,,,
1467454587,,,,100,,
1700966736,,100,,,,
1700857356,,99,73,,100,73
1932175890,,100,,,,
1558405712,,100,,,,
1780615559,,100,,,,
1245369602,,,98,,,
1578671699,,100,,,,
1255322574,,100,,,,
1770577934,,100,,,,
1073627287,,65,,,,
1407851934,,100,,,,
1003814070,,,95,,,
1033127006,,90,49,,,
1992701098,,91,,,,
1447274659,,97,70,,,
1881643955,,99,98,,,
1235183617,,100,,,,
1568560811,,100,,,,
1902903933,,100,99,100,,
1871666735,,,100,,,
1164531802,,,,100,,
1003880238,,100,99,100,,
1184654295,,98,,,,
1609872209,,100,,,,
1003947854,,,100,,,
1033159165,,100,,,,
1942276738,,100,,,,
1003871047,,97,41,,,
1881619922,,,100,,,
1548378532,,100,,,,
1235172651,0,86,33,,,
1548203219,,,100,100,,
1528069424,,100,,,,
1568523611,,96,,,,
1972534162,,,0,,,
1942205315,,95,,,,
1275563058,,,,26,,
1043285364,,99,52,97,,
1508821638,,31,,,,
1396748703,,100,,,,
1588661284,,100,46,,,
1376528620,,,,100,,
1629019179,,99,100,,,95
1487763157,,,,0,,
1376501213,,99,,,,
1639120793,,100,,,,
1528049764,,96,,,,
1205053089,,,100,,,
1821097296,,97,,,,
1558334151,,,,,,99
1730162363,,,100,,,
1669470951,,100,99,,96,99
1174661581,,,77,,,
1225092224,,93,52,,,
1922056712,,100,,,,
1760501266,,100,,,,
1972684033,,100,,,,
1962430827,,,97,,,
1811914351,,100,,,,
1598870594,,100,,,,
1952625402,,,,12,,
1720199599,,100,,,,
1861463721,,50,43,,,
1013916204,,85,,,,
1235163866,,,42,,,
1821161126,,,100,,,
1396753687,,,,100,,
1912995481,,100,,,,
1265422794,,95,69,,,
1558392381,,100,,,,
1073513628,,100,,,,
1386737666,,100,,,,
1467633636,,,100,,,
1588625057,,92,91,,,
1023087533,,100,100,,,
1578575593,,100,,,,
1164483707,,100,,,,
1912905043,0,100,22,,,
1912182189,,100,100,100,,
1538145974,,100,100,,,
1851412043,,100,,,,
1275732281,,100,,,,
1669670063,,100,,,,
1144287160,,100,99,,,
1902873862,,100,,,,
1326259243,,100,,,,
1841493400,0,100,30,,,
1093936437,,,86,,,
1194936674,,,71,,,
1467486332,,,98,,,
1740208610,0,100,0,,,
1043203920,,100,100,,,
1801991476,,100,92,100,,
1871587105,,81,42,,,
1346278629,,100,84,,,
1033231907,,92,,,,
1316086580,,100,,,,
1942200357,,100,,,,
1942278403,,52,1,,,
1225094774,,100,,,,
1982709945,,21,,,,
1548361876,,100,,,,
1417950775,,100,,,,
1497794663,,100,,99,,
1760465850,,96,,,,
1508062100,,79,22,,,
1255311130,,,71,,,
1861561953,,59,,,,73
1356313175,,100,,,,
1578522926,,87,,,,
1104933704,,,43,,,
1619050036,,100,,,,
1003885443,,100,,,,
1558333211,,,74,,,
1649414400,,,,0,,
1942205448,,93,,,,
1003814898,,100,100,,,
1336237221,,86,35,,,
1881796316,,100,,,,
1447230081,,100,71,,,
1518057785,,94,,,,
1902807167,,,,,,94
1639147663,,39,31,,,
1639273105,,,,100,,
1962496778,,98,,,,
1700912524,,100,,,,
1558527192,,58,86,,,
1679733463,,100,,,,
1144258567,,88,,,,
1538189329,,100,71,,,
1811036817,,100,,,,
1164506788,,,82,,,
1922022318,,100,,,,
1598916322,,100,23,,,
1992875744,,100,100,,,
1497988059,,100,,,,
1538111455,,100,78,99,,
1679585566,,100,,,,
1861667370,,100,,,,
1780780205,,95,33,,,
1124156872,,100,67,,,
1528294790,,99,,,,
1780678268,,,,100,,
1225251572,,,,100,,
1215132980,,100,97,,,
1336224765,,,,100,,
1770561292,,100,,,,
1477729408,,84,24,,,
1285880203,91,100,100,,,
1528063427,,52,57,,,
1457314833,,100,,,,
1518134295,,,45,,,
1548436389,95,100,97,,100,
1336186683,,,0,,,
1609906296,,,100,,,
1154511368,1,,,,,
1154524882,,100,76,,,
1033159033,,94,,,,
1114953965,,97,,,,
1750570677,,100,,100,,
1790081941,,100,,,,
1427120385,,,100,,,
1629034343,100,100,100,,,100
1134395205,,100,,,,
1720273006,,100,,,,
1760694533,,100,100,,,
1922086552,,100,,100,,
1619287695,97,100,,,,
1881995371,0,82,41,,,
1578546990,,80,43,,,
1346253549,,100,,,,
1780609388,,100,,,,
1972565323,,100,54,,,
1679573786,,95,63,95,,
1003891557,,,100,,,
1326029091,,,90,,,
1073772422,,88,37,,,
1740276211,,,,100,,
1790748531,100,,,,,
1013220433,,100,,,,
1104875079,,100,,,,
1124001730,,100,100,,,
1639175573,,,,100,,
1295816486,,,,100,,
1598781940,,100,44,,,
1861415176,,,39,,,
1629477153,,100,,,,
1851623896,,100,98,,,97
1770904492,,100,,85,,
1104958271,,,54,,,
1619307261,,,95,,,
1982049516,,,,87,,
1134393796,,83,,,,
1073861639,,,100,,,
1588086508,,100,,,,
1710991674,,,100,,,
1104164649,,,93,,,
1427397280,,,95,,,
1518109719,,,100,,,
1467503672,0,86,44,,,
1750694451,,100,,,,
1831462118,,,,28,,
1598004095,,100,87,,,
1427373604,,,,100,,
1871737619,,100,,,,
1164854915,,,100,,,
1720283625,,100,100,,,
1174728463,100,100,89,,,
1255574786,,92,,,,
1356544514,,89,,,,
1396037107,,100,,,,
1942519004,,100,96,,,
1073860573,,,100,,,
1174871578,,100,,,,
1134489180,,,100,,,
1255572186,,95,62,63,,
1013056050,,,77,,,
1073756375,,83,59,,,
1093894917,,,0,,,
1740533835,,,,100,,
1942442389,,,100,,,
1982604310,,,100,,,
1154451029,,,100,,,
1588632608,,,76,,,
1871523464,,100,,,,
1114290194,,,,50,,
1952588394,,100,100,,,
1255568796,,97,,,,
1942571955,,,100,,,
1417132499,,100,99,,,
1285792408,,,100,,,
1215174362,,93,,,,
1225118870,,100,,,,
1275816977,,,100,,,
1811033301,,,,100,,
1033403621,,,100,,,
1740485762,,93,,,,
1912297631,55,100,44,,,
1033397393,0,97,37,,,
1336394014,0,100,32,,,
1316975642,,,100,,,
1144540139,,,,100,,
1053691113,,100,,98,,
1043473226,,100,,,,
1518241637,,100,,,,
1346572484,,,,99,,
1134404304,,,,,,91
1366728297,,100,,,,
1598778722,,,,100,,
1558375295,,100,,,,
1154346906,,,,100,,
1578562104,,95,,,,
1023030749,,97,55,,,
1881676609,,83,22,21,,
1235117342,,,100,,,
1255319216,,99,76,,,
1437152246,,100,,,,
1134111990,,,,,100,
1588613053,,,100,,,
1720042500,,100,,,,
1558355321,,,,100,,
1477565083,,99,,,,
1568664357,,,100,,,
1588655138,,100,100,,,
1346204872,,100,100,100,,
1386695492,,,52,,,
1730287145,,100,100,,,
1295734739,,100,,,,
1386684298,0,90,50,,,88
1023012366,,89,,,,
1881685329,,100,,,,
1609828367,,88,33,,,
1629119102,,,,100,,
1801817432,,99,41,,,
1902819196,,100,100,95,100,
1164469482,,95,,,,
1740241959,,100,,,,
1407856339,,98,,,,
1801995105,,97,,,,
1962438598,,100,100,,,
1740339712,,,100,,,
1003848714,,100,,,,
1699702142,100,,98,100,,
1295820058,,,,15,,
1639178924,,100,,,,
1174515068,,95,,,,
1386621134,,100,100,100,,
1710013859,,,,46,,
1881628642,,100,,,,
1679579700,,100,,,,
1316906969,,94,,,,
1538263561,,100,,,,
1982693313,,100,,,,
1346207339,,100,,,,
1710920749,100,100,66,,,
1275593279,,100,,,,
1932105905,,100,,,,
1578606828,,,100,,,
1528178522,,,85,,,
1730113689,,100,50,,,
1619919206,,93,,,,
1417995218,,94,,,,
1801860135,,,,,,92
1679569479,,100,100,,,
1154300119,,100,45,,,
1487625661,,100,,,,100
1568480226,,,100,,,
1174614622,100,100,97,100,,
1144356783,,100,,,,
1447217617,,,100,,,
1306867387,,96,,,,
1457319931,,99,,,,
1023164522,,100,,,,
1063431666,,,,100,,
1881661387,,100,,,,
1538149836,,41,,,,
1811066301,,,100,,,
1528144029,,100,,,,
1881628451,,,53,,,
1912970187,,100,74,,,
1831285725,,93,76,91,,
1235200320,,100,,,,
1740243609,,,100,,,
1700962388,,,100,,,
1962429555,,100,68,,,
1629013057,,100,100,,,
1861474017,,100,,,,
1811929920,,,100,,,100
1851343750,,,78,,,
1477533909,,100,,,,
1619956661,,95,,,,
1710061650,,100,100,100,,
1477548865,,99,,,,
1609832054,,100,,,,
1912955980,,99,60,,,
1447228440,,100,100,,,
1477557999,,100,100,,,
1740223288,,,,100,,
1083635726,,100,,,,
1548277189,,100,,,91,
1316921414,,100,84,,,
1851332092,,96,,,,
1518933126,,,100,,,
1275596892,,100,,,,
1417986761,,100,100,,,
1124056486,,100,100,100,,
1922044296,,,82,,,
1316011240,100,100,97,,,
1124010939,,100,,,,
1225073398,,96,61,,,
1124004338,,100,,,,
1740266972,,100,69,,,
1679506786,,,100,,,
1780681668,,,,99,,
1336266444,43,98,,,,
1902807969,,97,,,,
1033140637,,100,61,,,
1073527859,,100,57,,100,
1780907758,,,100,,,
1154373835,,99,,,,
1003859679,,99,,,,
1699737759,,100,,,,
1205056447,,94,,,,
1134146954,,100,,,,
1659384352,,88,46,,,
1619942513,,100,,,,
1447237342,,91,41,,,
1245283704,,100,100,,,
1225012719,,86,,,,
1447349527,,,98,,,
1841292653,,100,,,,
1114014248,,100,43,100,100,
1316977036,,,96,,,
1992782965,,96,34,,,
1568570869,,,,57,,
1154425213,,100,100,,,
1063509024,,,91,,,
1720078843,,100,100,100,,
1376551895,,,30,,,
1306824719,,95,,,,
1851330856,,100,,,,
1861429052,,100,,,,
1821079096,,59,36,,,
1841239910,,,61,,,
1447242888,,100,37,,,
1558368761,,100,,,,
1457549156,,100,,,,
1568454718,,100,66,,,
1528124153,,100,,,,
1679545040,,99,,,,
1699880575,,100,,,,
1215133541,,99,,,,
1881658847,,,100,,,
1295728376,,,,100,,
1851403190,,100,,,,
1851374243,,100,,,,
1609981612,,84,39,,,
1487787974,,100,88,,,
1053305763,,100,100,,,
1154480887,,100,100,100,,
1083670228,,,100,,,
1710900626,,98,,,,
1851395438,,100,100,100,100,100
1710275656,,,,46,,
1215903539,,100,,,,
1568490944,,99,97,,,
1669497848,,98,,,,
1013096676,,,,89,,
1750339222,,100,,,,
1093796922,,,100,,,
1902802895,,100,,,,
1255394185,,90,,,,
1114142254,,100,,,,
1205804226,,,69,,,
1558399634,,100,,,,
1497775308,,100,,,,
1447231402,,100,55,,,
1700825387,,,,,,98
1598749939,,100,100,,,
1366558645,,86,,,,
1760441240,,59,,,,
1629096821,,100,75,,,
1982650693,,,0,,,
1891714028,49,96,95,,,
1457332066,,100,100,,,
1003811787,,100,,,,
1760415699,,99,,,,
1306872874,,100,,,,
1972595510,,100,,,,
1073587507,,97,63,,,
1629121488,,,0,,,
1467439513,,94,,,,
1114923299,,100,100,,,
1447252804,,98,,,,
1366445306,99,,,,,
1568476117,,,100,,,
1912907593,,,,98,,
1609848720,,,95,,,
1912920018,,100,100,,,
1871530378,,100,100,,,
1497855118,,78,,,,
1225023344,,100,,,,
1467428680,,100,,,,
1922150986,,100,,,,
1124241997,,87,,,,
1174557821,,86,47,,,
1356488225,,,100,,,
1801898937,,100,,,,
1578569406,,100,48,,,
1609831973,,100,,,,
1922218973,,100,,,,
1346209293,,100,100,,,
1669404737,,70,,,,
1871519637,,100,,100,,
1831182815,,100,,,,
1538348479,,91,,,,
1255520946,,98,,,,
1598756835,,100,,,,
1205826658,,,,,,98
1992834535,,,,100,,
1316146897,,100,55,,,
1902096225,,,100,,,
1609853282,,100,,,,
1427180363,,35,,,,
1659569390,,91,,,,
1922052240,,,73,,,
1326230194,,100,,,,
1639270200,,100,,,,
1629093778,,100,95,92,,
1659450989,,95,88,100,,
1881747889,,86,,,,
1861489460,,100,,,,
1760586903,,100,100,,,
1447349329,,,52,,,
1457454845,,96,,,,
1639379027,,100,,,,
1730373192,,,100,,,
1689875700,,100,100,,100,
1245437367,,100,,,,
1073603486,,91,,,,
1710966932,,,100,,,
1346358769,,100,,,,
1033101423,,100,,,,
1194886168,,,100,,,
1629074141,,100,,,,
1003800012,,100,,,,
1356411383,,,100,,,
1104899129,,100,0,,,
1225017619,,100,18,18,,
1639274699,,71,,,,
1487643268,,100,,,,
1447215884,,100,100,,,
1386636314,,,,100,,
1710940135,,100,,,,
1982652541,99,74,89,,,
1639114887,0,92,44,,,
1629392824,,,100,,,
1275599946,,100,,,,
1679556856,,97,,,,
1326102286,,100,,,,
1073711222,,100,,,,
1649479346,,100,,,,
1861657108,,98,,,,
1871512202,,70,,71,,
1811941743,,100,,,,
1932202801,,95,62,,,
1831122811,,,100,,,
1881641694,,94,,,,
1447245725,,,,100,,
1013970920,,97,56,70,,
1689638785,,100,,,,
1942271382,,100,,,,
1467440008,,100,,,,
1568436855,,100,,,,
1619177102,,100,,,,
1710074885,,93,,,,
1043245988,,,52,,,
1356323372,,100,,86,,
1245215409,,92,49,,,
1528065356,,100,,,,
1093966269,,78,,,,
1164410577,,98,68,,,
1417190752,,100,,,,
1255345666,,,30,,,
1487604377,,,83,,,
1376624445,,96,,,,
1801891163,,,100,100,,
1033186994,,100,100,,,
1083716336,,,,100,,
1821324054,,,100,,,
1316270580,,,0,,,
1003097957,,99,,,,
1861639031,,,,100,,
1811924012,,,90,,,
1952545741,,96,,,,
1871593368,0,96,50,,,
1942365291,,100,,,,
1992741946,,100,64,,,
1174551642,,92,44,,,
1871760934,,,,,86,
1871781328,,,100,,,
1275581928,,98,68,80,,
1649433509,,,100,,,
1629199591,,98,,,,
1225220213,,,98,,,
1679799191,,100,,,,
1598852675,,94,,,,
1154463099,,43,,,,
1376546077,,100,100,,,
1053555284,,,70,,,
1306055074,,100,100,,,
1659347151,,100,,,,
1750308581,,100,,,,
1124262837,,,99,,,
1124247523,,98,,,,
1164634689,,99,,,,
1922094119,,,,100,,
1093734584,,84,19,,,
1023147600,,,,100,,
1407819451,,100,99,,,
1790942852,,100,92,,,
1306097845,,100,,,,
1538329032,,,71,,,
1356508295,,92,,,,
1013164375,,,99,,,
1942462825,0,98,49,,,
1730290933,,100,98,,,
1013123595,,88,,,,
1790948859,,100,,,,
1811925522,,100,,100,,
1821375791,,,95,,,
1114098688,,100,,100,,
1780743773,,,,100,,
1467765586,,,,100,,
1811275001,,,100,,,
1144517509,,,96,,,
1902197403,,97,,100,,
1144555228,,100,,,,
1053575100,,97,,,,
1952686404,,,100,,,
1902965924,,100,99,,,
1043502917,,,98,,,
1700954419,99,100,,,,
1740289420,,89,50,100,,
1144527862,,,100,,,
1194914846,,91,44,,,
1821096231,,100,,,,
1730142217,,,100,,,
1053323824,,100,,,,
1043239866,,95,52,,,
1700892882,,,,100,,
1821097171,,100,100,,,
1942500608,,,100,,,
1821293598,,100,,,,
1093880429,,,,99,,
1528075694,,83,82,,,
1861503294,,90,47,,,
1477548501,,100,21,,,89
1710317607,,,46,,,
1477831899,,,100,,,
1821414830,,98,,,,
1699196501,,,0,,,
1629493937,,,100,,,
1679725048,,100,,,,
1265865273,,,100,,,
1528499522,,,96,,,
1144655168,,,0,,,
1811164221,,,100,,,
1588736052,,,5,,,
1154563906,0,100,51,,,
1558676841,,,,97,,
1003255662,,,,57,,
1619219110,,100,,,,
1780817809,,100,100,,,
1043554033,,100,,,,
1801020466,,80,50,,,
1578809174,,,100,,,
1558600676,,95,59,,,
1497096192,,,100,,,
1003169566,,,100,,,
1679730295,,100,,,,
1487753877,,,,,100,
1477782118,,97,,,,
1700227865,,47,,,,
1457552689,,100,100,,,
